"de","1","0","der","DIV"
"de","1","0","die","DIV"
"de","1","0","und","DIV"
"de","1","0","in","DIV"
"de","1","0","den","DIV"
"de","1","0","von","DIV"
"de","1","0","mit","DIV"
"de","1","0","ist","DIV"
"de","1","0","im","DIV"
"de","1","0","für","DIV"
"de","1","0","des","DIV"
"de","1","0","sich","DIV"
"de","1","0","nicht","DIV"
"de","1","0","Die","DIV"
"de","1","0","auf","DIV"
"de","1","0","dem","DIV"
"de","1","0","das","DIV"
"de","1","0","ein","DIV"
"de","1","0","eine","DIV"
"de","1","0","auch","DIV"
"de","1","0","zu","DIV"
"de","1","0","es","DIV"
"de","1","0","als","DIV"
"de","1","0","er","DIV"
"de","1","0","am","DIV"
"de","1","0","bei","DIV"
"de","1","0","die","DIV"
"de","1","0","Der","DIV"
"de","1","0","an","DIV"
"de","1","0","hat","DIV"
"de","1","0","sie","DIV"
"de","1","0","aus","DIV"
"de","1","0","sind","DIV"
"de","1","0","wird","DIV"
"de","1","0","nach","DIV"
"de","1","0","dass","DIV"
"de","1","0","war","DIV"
"de","1","0","zum","DIV"
"de","1","0","zu","DIV"
"de","1","0","noch","DIV"
"de","1","0","einer","DIV"
"de","1","0","einem","DIV"
"de","1","0","einen","DIV"
"de","1","0","über","DIV"
"de","1","0","wurde","DIV"
"de","1","0","werden","DIV"
"de","1","0","so","DIV"
"de","1","0","nur","DIV"
"de","1","0","oder","DIV"
"de","1","0","um","DIV"
"de","1","0","zur","DIV"
"de","1","0","vor","DIV"
"de","1","0","ich","DIV"
"de","1","0","man","DIV"
"de","1","0","haben","DIV"
"de","1","0","In","DIV"
"de","1","0","Sie","DIV"
"de","1","0","wie","DIV"
"de","1","0","Uhr","NN"
"de","1","0","aber","DIV"
"de","1","0","Das","DIV"
"de","1","0","durch","DIV"
"de","1","0","wir","DIV"
"de","1","0","das","DIV"
"de","1","0","der","DIV"
"de","1","0","kann","VERB"
"de","1","0","gegen","DIV"
"de","1","0","hatte","DIV"
"de","1","0","unter","DIV"
"de","1","0","vom","DIV"
"de","1","0","bis","DIV"
"de","1","0","Es","DIV"
"de","1","0","mehr","DIV"
"de","1","0","schon","DIV"
"de","1","0","wieder","DIV"
"de","1","0","werden","DIV"
"de","1","0","Ich","DIV"
"de","1","0","Das","DIV"
"de","1","0","Im","DIV"
"de","1","0","dann","DIV"
"de","1","0","habe","DIV"
"de","1","0","sei","DIV"
"de","1","0","wenn","DIV"
"de","1","0","Jahr","NN"
"de","1","0","zwei","DIV"
"de","1","0","Jahren","NN"
"de","1","0","seine","DIV"
"de","1","0","sein","DIV"
"de","1","0","gibt","VERB"
"de","1","0","ihre","DIV"
"de","1","0","Er","DIV"
"de","1","0","immer","DIV"
"de","1","0","beim","DIV"
"de","1","0","Ein","DIV"
"de","1","0","Und","DIV"
"de","1","0","{","NE"
"de","1","0","dieser","DIV"
"de","1","0","wie","DIV"
"de","1","0","wurden","DIV"
"de","1","0","keine","DIV"
"de","1","0","soll","VERB"
"de","1","0","Jahre","NN"
"de","1","0","seiner","DIV"
"de","1","0","Mit","DIV"
"de","1","0","waren","DIV"
"de","1","0","diese","DIV"
"de","1","0","}","NE"
"de","1","0","Wir","DIV"
"de","1","0","Prozent","NN"
"de","1","0","bis","DIV"
"de","1","0","daß","DIV"
"de","1","0","eines","DIV"
"de","1","0","um","DIV"
"de","1","0","das","DIV"
"de","1","0","sehr","DIV"
"de","1","0","Euro","NN"
"de","1","0","Nach","DIV"
"de","1","0","Auch","DIV"
"de","1","0","drei","DIV"
"de","1","0","seit","DIV"
"de","1","0","diesem","DIV"
"de","1","0","hier","DIV"
"de","1","0","will","VERB"
"de","1","0","zwischen","DIV"
"de","1","0","an","DIV"
"de","1","0","ersten","ADJ"
"de","1","0","Zeit","NN"
"de","1","0","sagte","VERB"
"de","1","0","Kategorie","NN"
"de","1","0","aber","DIV"
"de","1","0","heute","DIV"
"de","1","0","aus","DIV"
"de","1","0","sowie","DIV"
"de","1","0","worden","DIV"
"de","1","0","bereits","DIV"
"de","1","0","jetzt","DIV"
"de","1","0","nun","DIV"
"de","1","0","alle","DIV"
"de","1","0","Für","DIV"
"de","1","0","können","VERB"
"de","1","0","Am","DIV"
"de","1","0","muss","VERB"
"de","1","0","Von","DIV"
"de","1","0","neue","ADJ"
"de","1","0","sondern","DIV"
"de","1","0","Bei","DIV"
"de","1","0","geht","VERB"
"de","1","0","seinen","DIV"
"de","1","0","Eine","DIV"
"de","1","0","Menschen","NN"
"de","1","0","sagt","VERB"
"de","1","0","selbst","DIV"
"de","1","0","So","DIV"
"de","1","0","Stadt","NN"
"de","1","0","neuen","ADJ"
"de","1","0","ins","DIV"
"de","1","0","ihrer","DIV"
"de","1","0","gut","ADJ"
"de","1","0","ihren","DIV"
"de","1","0","weil","DIV"
"de","1","0","Ende","NN"
"de","1","0","Deutschland","NE"
"de","1","0","seinem","DIV"
"de","1","0","damit","DIV"
"de","1","0","ein","DIV"
"de","1","0","*","DIV"
"de","1","0","etwa","DIV"
"de","1","0","was","DIV"
"de","1","0","Millionen","NN"
"de","1","0","steht","VERB"
"de","1","0","sein","DIV"
"de","1","0","ihm","DIV"
"de","1","0","ab","DIV"
"de","1","0","dpa","NE"
"de","1","0","einmal","DIV"
"de","1","0","ihn","DIV"
"de","1","0","allem","DIV"
"de","1","0","rund","DIV"
"de","1","0","doch","DIV"
"de","1","0","Wenn","DIV"
"de","1","0","ganz","DIV"
"de","1","0","auf","DIV"
"de","1","0","ihr","DIV"
"de","1","0","&amp;","DIV"
"de","1","0","ohne","DIV"
"de","1","0","anderen","ADJ"
"de","1","0","hatten","DIV"
"de","1","0","Berlin","NE"
"de","1","0","20","DIV"
"de","1","0","beiden","DIV"
"de","1","0","erst","DIV"
"de","1","0","Kinder","NN"
"de","1","0","Auf","DIV"
"de","1","0","1.","ADJ"
"de","1","0","viele","DIV"
"de","1","0","vier","DIV"
"de","1","0","kein","DIV"
"de","1","0","ref","NE"
"de","1","0","jedoch","DIV"
"de","1","0","wo","DIV"
"de","1","0","dabei","DIV"
"de","1","0","Frau","NN"
"de","1","0","ja","DIV"
"de","1","0","de","NE"
"de","1","0","müssen","VERB"
"de","1","0","konnte","VERB"
"de","1","0","dort","DIV"
"de","1","0","CEST","NE"
"de","1","0","wäre","DIV"
"de","1","0","sollte","VERB"
"de","1","0","dieses","DIV"
"de","1","0","vor","DIV"
"de","1","0","da","DIV"
"de","1","0","kommt","VERB"
"de","1","0","gab","VERB"
"de","1","0","sollen","VERB"
"de","1","0","uns","DIV"
"de","1","0","haben","DIV"
"de","1","0","werde","DIV"
"de","1","0","als","DIV"
"de","1","0","mir","DIV"
"de","1","0","machen","VERB"
"de","1","0","letzten","ADJ"
"de","1","0","SPD","NE"
"de","1","0","000","DIV"
"de","1","0","Leben","NN"
"de","1","0","ob","DIV"
"de","1","0","dazu","DIV"
"de","1","0","mal","DIV"
"de","1","0","alles","DIV"
"de","1","0","Mai","NN"
"de","1","0","seien","DIV"
"de","1","0","wegen","DIV"
"de","1","0","Platz","NN"
"de","1","0","Mann","NN"
"de","1","0","können","DIV"
"de","1","0","Artikel","NN"
"de","1","0","Als","DIV"
"de","1","0","erste","ADJ"
"de","1","0","also","DIV"
"de","1","0","wollen","VERB"
"de","1","0","würde","DIV"
"de","1","0","of","DIV"
"de","1","0","dafür","DIV"
"de","1","0","kam","VERB"
"de","1","0","St.","NE"
"de","1","0","diesen","DIV"
"de","1","0","allerdings","DIV"
"de","1","0","könnte","VERB"
"de","1","0","fünf","DIV"
"de","1","0","deutschen","ADJ"
"de","1","0","nichts","DIV"
"de","1","0","mehr","DIV"
"de","1","0","Land","NN"
"de","1","0","Geschichte","NN"
"de","1","0","Sonntag","NN"
"de","1","0","ref","DIV"
"de","1","0","Welt","NN"
"de","1","0","Aber","DIV"
"de","1","0","zwar","DIV"
"de","1","0","Was","DIV"
"de","1","0","etwas","DIV"
"de","1","0","liegt","VERB"
"de","1","0","Samstag","NN"
"de","1","0","gestern","DIV"
"de","1","0","Seite","NN"
"de","1","0","1","DIV"
"de","1","0","30","DIV"
"de","1","0","ihrem","DIV"
"de","1","0","2","DIV"
"de","1","0","Teil","NN"
"de","1","0","Diese","DIV"
"de","1","0","wohl","DIV"
"de","1","0","vergangenen","ADJ"
"de","1","0","2008","DIV"
"de","1","0","zurück","DIV"
"de","1","0","fast","DIV"
"de","1","0","2009","DIV"
"de","1","0","Doch","DIV"
"de","1","0","später","ADJ"
"de","1","0","15","DIV"
"de","1","0","2007","DIV"
